Symbol,Name,MarketCap,Sector,Industry
GABC,"German American Bancorp, Inc.",729630339,Finance,Major Banks
GERN,Geron Corporation,348527756,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",9322637,Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",1288492315,Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,33267227,Technology,"Computer Software: Programming, Data Processing"
GIGA,Giga-tronics Incorporated,8117248,Capital Goods,Electrical Products
GIII,"G-III Apparel Group, LTD.",1212586300,Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,233279797,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",92461912506,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",2826848350,Finance,Major Banks
GLAD,Gladstone Capital Corporation,232978117,n/a,n/a
GLADO,Gladstone Capital Corporation,56247840,n/a,n/a
GOOD,Gladstone Commercial Corporation,511539036,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,0,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,29127315,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,25599900,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,278492814,n/a,n/a
GAINM,Gladstone Investment Corporation,0,n/a,n/a
GAINN,Gladstone Investment Corporation,0,n/a,n/a
GAINO,Gladstone Investment Corporation,0,n/a,n/a
LAND,Gladstone Land Corporation,122604221,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,0,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,34928043,Finance,Major Banks
GBT,"Global Blood Therapeutics, Inc.",1204827964,Health Care,Major Pharmaceuticals
GLBR,"Global Brokerage, Inc.",14006398,Finance,Investment Bankers/Brokers/Service
ENT,Global Eagle Entertainment Inc.,405221284,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity Limited,550139685,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,0,Finance,Property-Casualty Insurers
GPAC,Global Partner Acquisition Corp.,192333403,Health Care,Hospital/Nursing Management
GPACU,Global Partner Acquisition Corp.,0,Health Care,Hospital/Nursing Management
GPACW,Global Partner Acquisition Corp.,0,Health Care,Hospital/Nursing Management
SELF,"Global Self Storage, Inc.",35600477,Consumer Services,Real Estate Investment Trusts
GSOL,Global Sources Ltd.,213762972,Consumer Services,Advertising
GWRS,"Global Water Resources, Inc.",166440761,Public Utilities,Water Supply
KRMA,Global X Conscious Companies ETF,0,n/a,n/a
FINX,Global X FinTech Thematic ETF,0,n/a,n/a
ACTX,Global X Guru Activist ETF,0,n/a,n/a
BFIT,Global X Health & Wellness Thematic ETF,0,n/a,n/a
SNSR,Global X Internet of Things Thematic ETF,0,n/a,n/a
LNGR,Global X Longevity Thematic ETF,0,n/a,n/a
MILN,Global X Millennials Thematic ETF,4125825,n/a,n/a
EFAS,Global X MSCI SuperDividend EAFE ETF,0,n/a,n/a
QQQC,Global X NASDAQ China Technology ETF,18088000,n/a,n/a
BOTZ,Global X Robotics & Artificial Intelligence Thematic ETF,0,n/a,n/a
CATH,Global X S&P 500 Catholic Values ETF,0,n/a,n/a
SOCL,Global X Social Media ETF,100803500,n/a,n/a
ALTY,Global X SuperDividend Alternatives ETF,0,n/a,n/a
SRET,Global X SuperDividend REIT ETF,2924000,n/a,n/a
YLCO,Global X Yieldco Index ETF,2777775,n/a,n/a
GLBS,Globus Maritime Limited,174054346,Transportation,Marine Transportation
GLUU,Glu Mobile Inc.,256249981,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",149000746,Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,922505362,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,2806790000,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,1583708415,Consumer Services,Marine Transportation
GDEN,"Golden Entertainment, Inc.",261198341,Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Golden Ocean Group Limited,744935300,Consumer Services,Marine Transportation
GBDC,"Golub Capital BDC, Inc.",1055027407,n/a,n/a
GTIM,Good Times Restaurants Inc.,36892650,Consumer Services,Restaurants
GPRO,"GoPro, Inc.",1256270018,Miscellaneous,Industrial Machinery/Components
GMAN,"Gordmans Stores, Inc.",11631639,Consumer Services,Clothing/Shoe/Accessory Stores
GSHTU,"Gores Holdings II, Inc.",0,Finance,Business Services
GOV,Government Properties Income Trust,1457723515,Finance,Real Estate
GOVNI,Government Properties Income Trust,0,Finance,Real Estate
GPIA,GP Investments Acquisition Corp.,216164063,Consumer Durables,Home Furnishings
GPIAU,GP Investments Acquisition Corp.,0,Consumer Durables,Home Furnishings
GPIAW,GP Investments Acquisition Corp.,0,Consumer Durables,Home Furnishings
LOPE,"Grand Canyon Education, Inc.",3083705708,Consumer Services,Other Consumer Services
GRVY,"GRAVITY Co., Ltd.",44492627,Miscellaneous,Business Services
FULLL,Great Elm Capital Corp.,0,n/a,n/a
GECC,Great Elm Capital Corp.,144099601,n/a,n/a
GEC,"Great Elm Capital Group, Inc. ",76537332,Technology,Computer Software: Prepackaged Software
GLDD,Great Lakes Dredge & Dock Corporation,274233731,Basic Industries,Military/Government/Technical
GSBC,"Great Southern Bancorp, Inc.",707498751,Finance,Major Banks
GNBC,"Green Bancorp, Inc.",632494800,Finance,Major Banks
GRBK,"Green Brick Partners, Inc.",453202242,Capital Goods,Homebuilding
GPP,Green Plains Partners LP,631235955,Basic Industries,Major Chemicals
GPRE,"Green Plains, Inc.",899177292,Basic Industries,Major Chemicals
GCBC,"Greene County Bancorp, Inc.",190458554,Finance,Banks
GLRE,"Greenlight Reinsurance, Ltd.",842610674,Finance,Property-Casualty Insurers
GSUM,Gridsum Holding Inc.,92305900,Technology,Computer Software: Prepackaged Software
GRIF,"Griffin Industrial Realty, Inc.",150252626,Finance,Real Estate
GRFS,"Grifols, S.A.",2619968310,Health Care,Major Pharmaceuticals
GRPN,"Groupon, Inc.",2259537536,Technology,Advertising
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,238764251,Transportation,Aerospace
GGAL,Grupo Financiero Galicia S.A.,1580848710,Finance,Commercial Banks
GSIT,"GSI Technology, Inc.",142074570,Technology,Semiconductors
GSVC,GSV Capital Corp,120221036,n/a,n/a
GTXI,"GTx, Inc.",7784870,Health Care,Major Pharmaceuticals
GTYH,"GTY Technology Holdings, Inc.",546480000,Finance,Business Services
GTYHU,"GTY Technology Holdings, Inc.",0,n/a,n/a
GTYHW,"GTY Technology Holdings, Inc.",0,Finance,Business Services
GBNK,Guaranty Bancorp,725176477,Finance,Major Banks
GFED,"Guaranty Federal Bancshares, Inc.",90243244,Finance,Major Banks
GUID,"Guidance Software, Inc.",215398300,Technology,Computer Software: Prepackaged Software
GIFI,"Gulf Island Fabrication, Inc.",167580000,Capital Goods,Metal Fabrications
GURE,"Gulf Resources, Inc.",90770926,Basic Industries,Major Chemicals
GPOR,Gulfport Energy Corporation,3050018537,Energy,Oil & Gas Production
GWPH,GW Pharmaceuticals Plc,3018028293,Health Care,Major Pharmaceuticals
GWGH,"GWG Holdings, Inc",57487566,Finance,Life Insurance
GYRO,"Gyrodyne , LLC",29653600,Consumer Services,Building operators
HEES,"H&E Equipment Services, Inc.",928521986,n/a,n/a
HLG,Hailiang Education Group Inc.,24837089,Consumer Services,Other Consumer Services
HNRG,Hallador Energy Company,250241853,Energy,Coal Mining
HALL,"Hallmark Financial Services, Inc.",203615083,Finance,Property-Casualty Insurers
HALO,"Halozyme Therapeutics, Inc.",1763498400,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HBK,"Hamilton Bancorp, Inc.",52502342,Finance,Savings Institutions
HLNE,Hamilton Lane Incorporated,842507846,n/a,n/a
HBHC,Hancock Holding Company,3993894185,Finance,Major Banks
HBHCL,Hancock Holding Company,0,Finance,Major Banks
HNH,Handy & Harman Ltd.,340292433,Capital Goods,Industrial Specialties
HAFC,Hanmi Financial Corporation,1076335365,Finance,Major Banks
HQCL,"Hanwha Q CELLS Co., Ltd. ",46267825,Technology,Semiconductors
HONE,"HarborOne Bancorp, Inc.",621217819,Finance,Major Banks
HDNG,Hardinge Inc.,134869085,Capital Goods,Industrial Machinery/Components
HLIT,Harmonic Inc.,458967600,Technology,Radio And Television Broadcasting And Communications Equipment
HRMN,Harmony Merger Corp.,153562755,Finance,Business Services
HRMNU,Harmony Merger Corp.,0,Finance,Business Services
HRMNW,Harmony Merger Corp.,0,Finance,Business Services
TINY,"Harris & Harris Group, Inc.",39866430,Finance,Finance/Investors Services
HBIO,"Harvard Bioscience, Inc.",92810732,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HCAP,Harvest Capital Credit Corporation,90015471,n/a,n/a
HCAPL,Harvest Capital Credit Corporation,0,n/a,n/a
HAS,"Hasbro, Inc.",12150105845,Consumer Non-Durables,Recreational Products/Toys
HA,"Hawaiian Holdings, Inc.",2669605522,Transportation,Air Freight/Delivery Services
HCOM,"Hawaiian Telcom Holdco, Inc.",264805417,Consumer Services,Telecommunications Equipment
HWKN,"Hawkins, Inc.",531627800,Consumer Durables,Specialty Chemicals
HWBK,"Hawthorn Bancshares, Inc.",111923769,Finance,Major Banks
HAYN,"Haynes International, Inc.",489903622,Capital Goods,Steel/Iron Ore
HDS,"HD Supply Holdings, Inc.",8711229175,Consumer Services,Office Equipment/Supplies/Services
HIIQ,"Health Insurance Innovations, Inc.",247829450,Finance,Specialty Insurers
HCSG,"Healthcare Services Group, Inc.",3071210160,Health Care,Hospital/Nursing Management
HQY,"HealthEquity, Inc.",2584880108,Miscellaneous,Business Services
HSTM,"HealthStream, Inc.",751529385,Technology,"Computer Software: Programming, Data Processing"
HTLD,"Heartland Express, Inc.",1704999133,Transportation,Trucking Freight/Courier Services
HTLF,"Heartland Financial USA, Inc.",1313832429,Finance,Major Banks
HTBX,"Heat Biologics, Inc.",21926635,Health Care,Major Pharmaceuticals
HEBT,"Hebron Technology Co., Ltd.",58820000,Capital Goods,Metal Fabrications
HSII,"Heidrick & Struggles International, Inc.",458989578,Technology,Diversified Commercial Services
HELE,Helen of Troy Limited,2600227897,Consumer Durables,Home Furnishings
HMNY,Helios and Matheson Analytics Inc,19048871,Consumer Services,Other Consumer Services
HMTV,"Hemisphere Media Group, Inc.",487694622,Consumer Services,Television Services
HNNA,"Hennessy Advisors, Inc.",138037875,Finance,Investment Managers
HSIC,"Henry Schein, Inc.",13587777304,Health Care,Medical Specialities
HTBK,Heritage Commerce Corp,534209379,Finance,Major Banks
HFWA,Heritage Financial Corporation,748670575,Finance,Banks
HEOP,Heritage Oaks Bancorp,477739965,Finance,Major Banks
HCCI,"Heritage-Crystal Clean, Inc.",323831292,Basic Industries,Miscellaneous
MLHR,"Herman Miller, Inc.",1824189587,Consumer Durables,Office Equipment/Supplies/Services
HRTX,"Heron Therapeutics, Inc.  ",755400929,Health Care,Major Pharmaceuticals
HSKA,Heska Corporation,610335836,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HIBB,"Hibbett Sports, Inc.",662157526,Consumer Services,Other Specialty Stores
SNLN,Highland/iBoxx Senior Loan ETF,489585160,n/a,n/a
HPJ,Highpower International Inc,37017097,Miscellaneous,Industrial Machinery/Components
HIHO,Highway Holdings Limited,15397590,Capital Goods,Metal Fabrications
HIMX,"Himax Technologies, Inc.",778404787,Technology,Semiconductors
HIFS,Hingham Institution for Savings,406928700,n/a,n/a
HSGX,Histogenics Corporation,27241511,Health Care,Industrial Specialties
HMNF,"HMN Financial, Inc.",81473952,Finance,Savings Institutions
HMSY,HMS Holdings Corp,1545726319,Miscellaneous,Business Services
HOLI,"Hollysys Automation Technologies, Ltd.",1070210478,Energy,Industrial Machinery/Components
HOLX,"Hologic, Inc.",11518177309,Health Care,Medical Electronics
HBCP,"Home Bancorp, Inc.",263090958,Finance,Banks
HOMB,"Home BancShares, Inc.",4150920459,Finance,Major Banks
HFBL,"Home Federal Bancorp, Inc. of Louisiana",56068291,Finance,Savings Institutions
HMST,"HomeStreet, Inc.",727624968,Finance,Major Banks
HMTA,HomeTown Bankshares Corporation,56740265,Finance,Major Banks
HTBI,"HomeTrust Bancshares, Inc.",431117963,Finance,Savings Institutions
CETC,Hongli Clean Energy Technologies Corp.,495976,Basic Industries,Steel/Iron Ore
HOFT,Hooker Furniture Corporation,382729011,Consumer Durables,Home Furnishings
HOPE,"Hope Bancorp, Inc.",2900280967,Finance,Major Banks
HFBC,"HopFed Bancorp, Inc.",100223266,Finance,Major Banks
HBNC,Horizon Bancorp (IN),581782679,Finance,Major Banks
HZNP,Horizon Pharma plc,2615215126,Health Care,Major Pharmaceuticals
HRZN,Horizon Technology Finance Corporation,130556324,n/a,n/a
DAX,Horizons DAX Germany ETF,15905640,n/a,n/a
QYLD,Horizons NASDAQ-100 Covered Call ETF,18504000,n/a,n/a
HDP,"Hortonworks, Inc.",605116344,Technology,Computer Software: Prepackaged Software
HPT,Hospitality Properties Trust,5105487078,Consumer Services,Real Estate Investment Trusts
TWNK,"Hostess Brands, Inc.",2170775500,Consumer Non-Durables,Packaged Foods
TWNKW,"Hostess Brands, Inc.",0,Consumer Non-Durables,Packaged Foods
HMHC,Houghton Mifflin Harcourt Company,1298521958,Consumer Services,Books
HWCC,Houston Wire & Cable Company,113845893,Consumer Non-Durables,Telecommunications Equipment
HOVNP,Hovnanian Enterprises Inc,39750000,Capital Goods,Homebuilding
HBMD,"Howard Bancorp, Inc.",182832600,Finance,Major Banks
HSNI,"HSN, Inc.",1945468600,Consumer Services,Other Specialty Stores
HTGM,"HTG Molecular Diagnostics, Inc.",19853364,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HUBG,"Hub Group, Inc.",1683608704,Transportation,Oil Refining/Marketing
HSON,"Hudson Global, Inc.",32849943,Technology,Professional Services
HDSN,"Hudson Technologies, Inc.",295651297,Consumer Durables,Industrial Specialties
HUNT,Hunter Maritime Acquisition Corp.,188298806,Finance,Business Services
HUNTU,Hunter Maritime Acquisition Corp.,0,Finance,Business Services
HUNTW,Hunter Maritime Acquisition Corp.,0,Finance,Business Services
HBAN,Huntington Bancshares Incorporated,15636778618,Finance,Major Banks
HBANN,Huntington Bancshares Incorporated,0,Finance,Major Banks
HBANO,Huntington Bancshares Incorporated,21231763902,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated,0,Finance,Major Banks
HURC,"Hurco Companies, Inc.",183357205,Capital Goods,Industrial Machinery/Components
HURN,Huron Consulting Group Inc.,915852060,Consumer Services,Professional Services
HCM,Hutchison China MediTech Limited,139211970,Health Care,Major Pharmaceuticals
HBP,"Huttig Building Products, Inc.",177499776,Consumer Services,RETAIL: Building Materials
HVBC,"HV Bancorp, Inc.",30571571,Finance,Major Banks
HYGS,Hydrogenics Corporation,70251776,Basic Industries,Major Chemicals
IDSY,"I.D. Systems, Inc.",83896350,Consumer Durables,Telecommunications Equipment
IAC,IAC/InterActiveCorp,5795328000,Consumer Services,Other Specialty Stores
IKGH,Iao Kun Group Holding Company Limited,17487057,Consumer Services,Services-Misc. Amusement & Recreation
IBKC,IBERIABANK Corporation,3734327800,Finance,Major Banks
IBKCO,IBERIABANK Corporation,0,Finance,Major Banks
IBKCP,IBERIABANK Corporation,0,Finance,Major Banks
ICAD,icad inc.,58088924,Health Care,Medical/Dental Instruments
IEP,Icahn Enterprises L.P.,7888392621,Capital Goods,Auto Parts:O.E.M.
ICFI,"ICF International, Inc.",781616373,Consumer Services,Professional Services
ICHR,Ichor Holdings,571330728,Technology,Semiconductors
ICLR,ICON plc,4551689465,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,"Iconix Brand Group, Inc.",428822970,Consumer Non-Durables,Shoe Manufacturing
ICUI,"ICU Medical, Inc.",2934429228,Health Care,Medical/Dental Instruments
IPWR,Ideal Power Inc.,24658987,Energy,Industrial Machinery/Components
INVE,"Identiv, Inc.",55541617,Technology,Computer peripheral equipment
IDRA,"Idera Pharmaceuticals, Inc.",293829709,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDXX,"IDEXX Laboratories, Inc.",12948208166,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IESC,"IES Holdings, Inc.",413300253,Capital Goods,Engineering & Construction
IROQ,"IF Bancorp, Inc.",80187303,Finance,Savings Institutions
IFMK,iFresh Inc.,247070592,Consumer Services,Food Chains
IRG,"Ignite Restaurant Group, Inc.",8485450,Consumer Services,Restaurants
RXDX,"Ignyta, Inc.",385288983,Health Care,Major Pharmaceuticals
INFO,IHS Markit Ltd.,16705351147,Technology,"Computer Software: Programming, Data Processing"
IIVI,II-VI Incorporated,2227188368,Capital Goods,Electronic Components
KANG,"iKang Healthcare Group, Inc.",726393115,Health Care,Medical/Nursing Services
IKNX,Ikonics Corporation,20312693,Miscellaneous,Industrial Machinery/Components
ILG,"ILG, Inc",2476838109,Finance,Real Estate
ILMN,"Illumina, Inc.",24651550000,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ISNS,"Image Sensing Systems, Inc.",14700587,Capital Goods,Industrial Machinery/Components
IMMR,Immersion Corporation,247399255,Technology,Computer peripheral equipment
ICCC,ImmuCell Corporation,28114862,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMDZ,Immune Design Corp.,133398179,Health Care,Major Pharmaceuticals
IMNP          ,Immune Pharmaceuticals Inc.,30514484,Health Care,Major Pharmaceuticals
IMGN,"ImmunoGen, Inc.",300316613,Health Care,Major Pharmaceuticals
IMMU,"Immunomedics, Inc.",546309446,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IPXL,"Impax Laboratories, Inc.",590984272,Health Care,Major Pharmaceuticals
IMPV,"Imperva, Inc.",1407615815,Technology,Computer Software: Prepackaged Software
PI,"Impinj, Inc.",591761191,Capital Goods,Industrial Machinery/Components
IMMY,"Imprimis Pharmaceuticals, Inc.",45638392,Health Care,Major Pharmaceuticals
INCR,"INC Research Holdings, Inc.",2462445646,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INCY,Incyte Corporation,25931901443,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp.,1770231042,Finance,Major Banks
IBCP,Independent Bank Corporation,458111883,Finance,Major Banks
